name,brand,sku,category,revenue,momentum,claims,ingredients
Youth Guard Pregnenolone 50 mg,Vitamin World,DSLD-1324,Immunity,2695641,1.3,From the moment raw ingredients reach our facilities to the time a finished supplement is packaged stringent analysis confirms the potency purity and nutritional content of every nutritional product that bears the Vitamin World name. We guarantee it! Healthy Aging Formula Get healthy. To report any adverse reactions call 1-800-332-1088.,Pregnenolone
Silica,Naturally Inspired,DSLD-1326,Immunity,3551111,9.7,From the moment raw ingredients reach our facilities to the time a finished supplement is packaged stringent analysis confirms the potency purity and nutritional content of every nutritional product that bears the Vitamin World name. We guarantee it!,Horsetail
Mega Vita-Min Adult Chewable Pineapple Flavored,Vitamin World,DSLD-1327,Beauty From Within,758981,2.6,COMPLETE FORMULA FOR ENERGY METABOLISM AND NUTRITIONAL PROTECTION Vitamin World products are subject to critically stringent quality assurance analysis. Our state-of-the-art laboratory manufacturing and packaging facilities insure the highest quality nutritional supplements money can buy. Your health & safety are our first priority! Get healthy.,Calories; Total Carbohydrates; Sugar; Vitamin A; Vitamin C; Vitamin D; Vitamin E; Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Calcium; Iron; Iodine; Magnesium; Zinc; Copper; Manganese; Soy Lecithin; Choline Bitartrate; Hesperidin Complex; Betaine Hydrochloride; Rutin; Citrus Bioflavonoids; PABA; Inositol
Calcium Magnesium Citrate Plus D3,Vitamin World,DSLD-1328,Immunity,2219451,3.5,Adequate calcium as part of a healthful diet along with physical activity may reduce the risk of osteoporosis in later life. BONE-ACTIVE(TM) BONE DENSITY SUPPLEMENT Promotes Bone & Colon HealthMay Reduce the Risk of Osteoporosis Vitamin World products are subject to critically stringent quality assurance analysis. Our state-of-the-art laboratory manufacturing and packaging facilities insure the highest quality nutritional supplements money can buy. Your health & safety are our first priority! Get healthy.,Vitamin D; Calcium; Magnesium
Calcium Magnesium Citrate Plus D3,Vitamin World,DSLD-1329,Immunity,2175106,9.4,Adequate calcium as part of a healthful diet along with physical activity may reduce the risk of osteoporosis in later life. BONE-ACTIVE(TM) BONE DENSITY SUPPLEMENT Promotes Bone & Colon HealthMay Reduce the Risk of Osteoporosis Vitamin World products are subject to critically stringent quality assurance analysis. Our state-of-the-art laboratory manufacturing and packaging facilities insure the highest quality nutritional supplements money can buy. Your health & safety are our first priority! Get healthy.,Vitamin D; Calcium; Magnesium
Acetyl L-Carnitine 400 mg Alpha Lipoic Acid 200 mg,Vitamin World,DSLD-1330,Immunity,4784620,7.7,As we age our cells are less able to counteract the cell-damaging effects of free radicals and oxidative stress. Free radicals can contribute to oxidative stress which in turn may contribute to the premature aging of cells. Alpha Lipoic Acid and Acetyl L-Carnitine form an excellent combination for promoting metabolic functioning to fight against free radicals and oxidative stress. As a supplement Acetyl L-Carnitine and Alpha Lipoic Acid can be used as part of a healthy aging program. B15582 04B From the moment raw ingredients reach our facilities to the time a finished supplement is packaged stringent analysis confirms the potency purity and nutritional content of every nutritional product that bears the Vitamin World  name. We guarantee it! Get healthy.,Acetyl-L-Carnitine Free Form; Alpha Lipoic Acid
Whey For Her Protein Vanilla Bean,Vitamin World,DSLD-1331,Immunity,1968016,9.6,Contents are sold by weight. Some settling may occur. For over 40 years Vitamin World has pioneered the manufacture of premium nutritional supplements. Our commitment to quality is the highest in our industry. Every product undergoes rigorous analysis for purity potency safety and freshness. We guarantee it. Get healthy.,Calories; Calories from Fat; Total Fat; Saturated Fat; Cholesterol; Total Carbohydrates; Sugar; Protein; Vitamin A; Calcium; Phosphorus; Magnesium; Sodium; Potassium; Lactoperoxidase; Typical Branched Chain Amino Acid Profile:; Isoleucine; Leucine; Valine
Whey For Her Protein Wild Strawberry,Vitamin World,DSLD-1332,Immunity,1266189,6.7,Contents are sold by weight. Some settling may occur. For over 40 years Vitamin World has pioneered the manufacture of premium nutritional supplements. Our commitment to quality is the highest in our industry. Every product undergoes rigorous analysis for purity potency safety and freshness. We guarantee it. Get healthy.,Calories; Calories from Fat; Total Fat; Saturated Fat; Cholesterol; Total Carbohydrates; Sugar; Protein; Calcium; Phosphorus; Magnesium; Sodium; Potassium; Lactoperoxidase; Typical Branched Chain Amino Acid Profile:; Isoleucine; Leucine; Valine
Double Strength Plus Bioperine Turmeric Curcumin 1000 mg,Vitamin World,DSLD-1333,Immunity,3967934,6.0,Bioperine(R) is a registered trademark of the Sabinsa Corporation. The active ingredients in Turmeric include beneficial flavonoids called Curcuminoids which are plant-based antioxidants. Antioxidants help fight cell-damaging free radicals in the body. Free radicals can be produced from things like car exhaust smoking even your own body. Vitamin World products are subject to critically stringent quality assurance analysis. Our state-of-the-art laboratory manufacturing and packaging facilities insure the highest quality nutritional supplements money can buy. Your health & safety are our first priority! Get healthy.,Turmeric; Turmeric (Curcuma longa) extract; BioPerine Black Pepper extract
Detoxapure Liv-a-New Cleansing Formula,Vitamin World,DSLD-1336,Immunity,3947102,1.4,FOR HEALTHY LIVER FUNCTION For over 40 years Vitamin World has pioneered the manufacture of premium nutritional supplements. Our commitment to quality is the highest in our industry. Every product undergoes rigorous analysis for purity potency safety and freshness. We guarantee it. Get healthy.,Dandelion; Milk Thistle; Trimethylglycine; N-Acetyl Cysteine; Alpha Lipoic Acid
Herbal Laxative High Potency Fiber Complex,Lee Haney's Nutritional Support Systems,DSLD-1339,Gut Health,1812486,4.3,These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose treat cure or prevent any disease.,Proprietary Blend
High Grade Fish Oil,Body Basix,DSLD-1340,Immunity,4377098,9.6,1000mg HYDRATION RECOVERY STRENGTH ENERGY WELLNESS NUTRITION HYDRATION May help control blood pressure & cholesterol levels Performance Nutrition For Every Body PLEASE RECYCLE Text Line (all copy must stay inside this line this will not print),Calories; Fat Calories; Total Fat; Vitamin E; Fish Oil; Eicosapentaenoic Acid; Docosahexaenoic Acid
Biotin 5 mg,Country Life,DSLD-1341,Beauty From Within,4768150,2.8,A vitamin supplement for healthy hair scalp and nails. Best by: HIGH POTENCY Lot No: Our manufacturing supports wind power renewablechoice.com PLEASE RECYCLE,Biotin
High Potency Biotin 5 mg,Country Life,DSLD-1342,Beauty From Within,1541676,8.9,A Vitamin Supplement Necessary for health hair scalp and nails,D-Biotin
Target-Mins Calcium-Magnesium Complex,Country Life,DSLD-1343,Immunity,4604825,2.1,(in two convenient tablets) 1000 mg; 500 mg Best by: Country Life always labels their minerals in elemental weight. Manufactured with WIND POWER,Calcium; Phosphorus; Magnesium
Carotenoid Complex Phyto-Nutrient With Lutein And Lycopene,Country Life,DSLD-1344,Immunity,703164,4.4,Supports overall wellness.,Vitamin A; Lutein; Zeaxanthin; Lycopene; Alpha-Carotene; Alpha-Lipoic Acid; Astaxanthin; Broccoli concentrate; Pumpkin concentrate; Carrot Seed Oil
I-Flex,DSM Nutritional Products,DSLD-1345,Immunity,3472222,4.7,Works Faster than Glucosamine and Chondroitin Glucosamine Free Clinically Proven 100% Natural 4 OUT OF 5 EXPERIENCE JOINT RELIEF & COMFORT Effective in 4 out 5 people for younger feeling joints Helps Your Joints Feel Young Again NEW! Product of Denmark Protected by U.S. Patent 6024960 References:1. K Winther et al. Scand J Rheumatol 2005 34:302-308.2. E Rein et al. Phytomedicine 2004 11:383-391.3. O Warholm et al. Current Therapeutic Research 2003 64:21-31.4. TE Towheed et al. Cochrane Database Syst Rev. 2005 (2):CD002946.5. DO Clegg et al. N Engl J Med 2006 354:795-808.6. A Kharazmi and K Winther. Inflammopharmacology 1999 7:377-386.7. K Winther et al. Inflammopharmacology 1999 7:63-68.8. N Richard et al. Osteoarthritis and Cartilage 2008 16:76. Remember when you were a child and your body just seemed to “bounce back” from the everyday rigors of your active lifestyle? The reason your joints don’t bounce back so quickly now is because those same joints have been stressed over time and are not getting the relief they deserve. SATISFACTION GUARANTEED! Works Fast!,Rosa caninca
Cherry Fruit Extract,Enzymatic Therapy,DSLD-1346,Immunity,272108,6.9,Cherries are a source of flavonoids natural compounds that contribute to the integrity of capillaries collagen structures eyes joints and arteries. The anthocyanidin and proanthocyanidin flavonoids in cherries also have antioxidant properties to help disarm free radicals which can damage healthy cells.,Sweet Cherry Fruit Extract
Acidophilus Pearls,Enzymatic Therapy,DSLD-1347,Gut Health,4024495,8.0,(one month supply) [Enteric Coated] Actual Size Actual Survival Rate of Microflora after 2-hour exposure to pH 1.2 simulated gastric (stomach) environment DIGESTIVE HEALTH Go to www.enzy.com/pearls for more information. Guaranteed active cultures for better digestion Just one tiny pearl daily = Big digestive support! Label Claim: % of Live Microflora Product of Japan VARNISH FREE AREA,Proprietary Probiotic Blend
Pearls IC,Enzymatic Therapy,DSLD-1348,Gut Health,678737,8.8,Actual Size Intensive Care Probiotics More strains for deep intestinal care  Long-term colon health  MAXIMUM control of gas bloating and occasional constipation,Proprietary Probiotic Blend; Lactobacillus; Bifidobacterium
Pearls YB,Enzymatic Therapy,DSLD-1349,Gut Health,2107409,3.6,Actual Size Clinically shown to restore optimal yeast balance Go to or call for more information Makes your days more comfortable Restore comfort with Pearls YB! Yeast thrives in the intestinal tract which can be vulnerable to overly-acidic pH levels fast-food stress and exposure to toxins—all elements of everyday life. Maintaining healthy pH balance in the face of these challenges can enhance yeast balance and help you rediscover comfort. Pearls YB yeast-balancing probiotics provides superior strains clinically shown to regulate pH balance yeast levels and support vaginal and urinary health. This breakthrough formula delivers active  flora to create an intestinal environment that supports healthy yeast levels and allows you to live comfortably! Supports vaginal and urinary tract health yeast-balancing probiotics,Proprietary Probiotic Blend
Better Bladder for Women,Enzymatic Therapy,DSLD-1350,Immunity,1355983,2.4,Actual Size Supports healthy bladder strength Clinically-studied effectiveness,Total Carbohydrates; Sodium; Pumpkin
Adrenal Stress End,Enzymatic Therapy Fatigued To Fantastic!,DSLD-1351,Stress & Mood,4425528,7.2,Dr. Teitelbaum's royalties are donated to charity. Visit www.jacobteitelbaum.com ENERGY ETI is an FDA-registered Drug Establishment. Manages excess stress Combats stress-related fatigue,Vitamin C; Vitamin B6; Pantothenic Acid; Adrenal Polypeptide Fractions; Betaine; L-Tyrosine; Licorice Root and Rhizome Extract; Adrenal Cortex extract
Cholesterol Shield,Enzymatic Therapy,DSLD-1352,Immunity,3905771,1.7,Cholesterol Shield phytosterol blend is a powerful blend of plant sterols and is proven to help lower LDL and total cholesterol. It’s a unique combination of two clinically-studied ingredients—pantethine and phytosterols—that work together to:  Support healthy cholesterol production.  Limit absorption of cholesterol from food.  Limit re-absorption of cholesterol from bile. phytosterol blend Proven to help reduce Cholesterol Take Cholesterol Out of Your Diet with Cholesterol Shield The Power of Plant Sterols! Scientific evidence proves that including plant sterols in your diet helps to lower blood total and LDL cholesterol levels. Following a diet low in saturated fat and cholesterol and consuming 400 mg of more of plant sterols twice a day may reduce the risk of heart diease.,Total Carbohydrates; Sodium; Proprietary Phytosterol Blend; Beta-Sitosterol; Campesterol; Stigmasterol; Brassicasterol; Other Plant Sterols; Pantethine
OsteoPrime,Nature's Way,DSLD-1353,Immunity,4109692,4.1,BONE HEALTH Formulated by Jonathan Wright M.D. and Alan Gaby M.D. Preserves mineral mass Promotes bone-repair functions,Vitamin C; Vitamin D; Vitamin K; Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Pantothenic Acid; Calcium; Phosphorus; Magnesium; Zinc; Selenium; Copper; Manganese; Chromium; Molybdenum; Betaine HCl; Boron; Silicon; Strontium
Revitalizing Sleep Formula,Enzymatic Therapy,DSLD-1354,Sleep & Relaxation,2760954,5.8,Dr. Teitelbaum’s royalties are donated to charity Visit www.jacobteitelbaum.com ENERGY ETI is an FDA-registered Drug Establishment. Sleep Sound Awake Refreshed It’s important to get adequate rest so your body has time to relax and rebuild Fatigued to Fantastic!® Revitalizing Sleep Formula restful sleep blend is a natural formula that helps you: • Get to sleep faster and maintain a healthy sleep cycle • Improve the quality of restful sleep so you wake up energized • Rejuvenate your system while you sleep and have less fatigue the next day “I’ve tried other products to help me sleep without any success. The first night I took Revitalizing Sleep Formula I slept all the way through the night.” -Lori S. Arlington Texas,Valerian (Valeriana officinalis) root extract; Passionflower (Passiflora incarnata) Leaf and Flower Extract 4:1; L-Theanine; Hops (Humulus lupulus) Flower Extract 6.6:1; Wild Lettuce (Lactuca virosa) leaf extract; Jamaica Dogwood (Piscidia piscipula) Root Extract; Wild Lettuce
True Organics Cherry,Enzymatic Therapy,DSLD-1355,Immunity,4728504,4.6,PATENT PENDING Potent Antioxidant Protection Joint Health and Comfort,Calories; Total Carbohydrates; Dietary Fiber; Sugar; Sodium; Organic Swet Cherry Extract
True Organics Cranberry,Enzymatic Therapy,DSLD-1356,Immunity,3378730,2.9,(BLK410A) Enhances Urinary Tract Health Delivers Antioxidant-Rich Protection PATENT PENDING,Total Carbohydrates; organic Cranberry
True Organics Iron,Enzymatic Therapy,DSLD-1357,Immunity,3969263,5.1,PATENT PENDING Vital for Energy Boosts Stamina,Calories; Total Carbohydrates; Dietary Fiber; Iron
Doctor's Choice for Diabetics,Enzymatic Therapy,DSLD-1358,Beauty From Within,1703565,5.4,nutritional support formula Optimized Nutrients For Diabetics,Calories; Total Carbohydrates; Vitamin C; Vitamin E; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Magnesium; Zinc; Selenium; Copper; Manganese; Chromium; Sodium; Bitter Melon Extract; Gymnema Extract; Fenugreek extract; Bilberry Extract; Mixed Bioflavonoids; Vanadium
ActiFruit Cranberry Supplement,Enzymatic Therapy,DSLD-1359,Immunity,2706775,4.7,1 Per Day Extended Release for All-Day Protection 14.4 Cranberry Juice Cocktail (8 oz) 7x More! Antioxidants (anthocyanins) mg per serving: BASED ON AN INDEPENDENT LABORATORY TEST COMPARING LEVELS OF ANTHOCYANINS (A KNOWN ANTIOXIDANT) IN THE CRANBERRY WHOLE FRUIT CONCENTRATE AND A LEADING BRAND OF CRANBERRY JUICE COCKTAIL. Experience the Cranberry Advantage 1 tasty whole fruit chew for all-day protection Ultra-Concentrated Whole Cranberry Nutrients: 34 pounds of fresh cranberries yields one pound of cranberry whole fruit concentrate (other products use only the juice) Patented Extended Release System: Delivers nurturing bioactives throughout the day Clinically Studied: Cranberry has been shown to promote bladder and urinary tract health Great Tasting Fruit Chews! High-potency cranberry–clinically shown to promote urinary tract health 1 Soft Chew = Antioxidants in 7 glasses of cranberry juice cocktail Not Acutal Size Up to 7 Times the Protection with Less Calories One chew has up to 7 times more antioxidants and only 6% of the sugar found in 1 glass of the leading brand of cranberry juice cocktail,Calories; Total Carbohydrates; Sugar; Sodium; Cranberry Whole Fruit Concentrate; D-Mannose
AcaiBlast Powered With Pure Acai Fruit,Garden Greens,DSLD-1360,Immunity,1556010,7.2,Energizing Super Fruit Formula ORAC which stands for Oxygen Radical Absorbance Capacity is a new standard of measurement jointly developed by the National Institute on Aging and the USDA Human Nutrition Research Center on Aging. Super Concentrated SUPER FRUIT ANTIOXIDANT FORMULA,Acai fruit extract; Green tea extract
AcaiCleanse 48 Hour Acai Berry Detox,Garden Greens,DSLD-1361,Immunity,1757922,6.5,Flush the Fat  Detoxify  Reduce Bloat & Water Weight  Helps Restore Metabolism 48 HOUR ACAI BERRY DETOX ACAI & LEMON DETOXIFYING LIQUID,Calories; Calories from Fat; Total Fat; Saturated Fat; Trans Fat; Sodium; Potassium; Total Carbohydrates; Acai Detox Blend
Super AcaiBlast,Garden Greens,DSLD-1362,Immunity,567545,8.0,1000 mg Acai Per Serving Double Strength Acai Fruit Power Energizing Super Fruit Formula ORAC which stands for Oxygen Radical Absorbance Capacity is a new standard of measurement jointly developed by the National Institute on Aging and the USDA Human Nutrition Research Center on Aging. Super Concentrated SUPER FRUIT ANTIOXIDANT FORMULA,Acai fruit extract; Green tea leaf extract
AcaiSlim,Garden Greens,DSLD-1363,Energy & Performance,2038908,5.7,Helps Support Metabolism NATURAL ENERGY AND WEIGHT MANAGEMENT SUPPORT Polyphenols and Anthocyanins from Açai Fruit May Help Neutralize Dangerous Free Radicals,Chromium; Thermogenic Blend (Combination); Green Tea leaf extract; providing 90 mg EGCG; Panax ginseng extract; high-ORAC acai fruit extract; Caffeine; Fucoxanthin; Cayenne Pepper
GlobalFruits,Garden Greens,DSLD-1364,Immunity,3671818,2.5,55000 Super ORAC Per Serving A proud sponsor of vitamin angels Bursting with Açai Goji Mangosteen Noni Pomegranate Gooseberry and More! EnergizingAntioxidant Formula 15 Super Fruits Plus Botanicals ORAC which stands for Oxygen Radical Absorbance Capacity is a new standard of measurement jointly developed by the National Institute on Aging and the USDA Human Nutrition Research Center on Aging. Providing vital nutrition to children & families in need. Reaching the unreachable Super Fruits from Around the World,Mixed Berry and Botanical Blend; supplies 50 mg anthocyanins & 1900 ORAC; Grape seed extract; Acai fruit extract; Goji berry extract; mangosteen fruit extract; Noni fruit extract; Indian Gooseberry fruit extract; Green Tea leaf extract; Raspberry; Bilberry fruit extract; Blueberry fruit extract; Elderberry Fruit Extract; Pomegranate fruit extract; Cherry; Blackberry fruit extract; Cranberry fruit extract; melon
Vitamin A 10000,GNC,DSLD-1365,Immunity,716236,6.2,10000 IU ACTUAL SIZE essential for normal vision and healthy skin For more information: Lot No./Best By: Place UPC Here Potency verified by GNC procedure #5121. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Vitamin A
Selenium 100,GNC,DSLD-1366,Immunity,2076151,4.8,100 mcg ACTUAL SIZE For more information: helps support antioxidant activity Lot No./Best By: Place UPC Here SHOP NOW,Selenium
Niacinamide 100,GNC,DSLD-1367,Immunity,724330,9.7,100 mg ACTUAL SIZE For more information: Lot No./Best By: Place UPC Here Potency verified by GNC procedure #5103. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW supports a healthy blood lipid profile,Niacin
Vitamin A & D-3,GNC,DSLD-1368,Immunity,2570053,1.5,ACTUAL SIZE For more information: Lot No./Best By: Potencies verified  by GNC procedures #5121 and #5004. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Vitamin A; Vitamin D3
Soy Lecithin Granules,GNC,DSLD-1369,Immunity,624195,2.2,an excellent source of choline provides dietary support for brain liver and cardiovascular health For more information: GNC GUARANTEE Use any GNC supplement for as little as 10 days. It you are not 100% completely satisfied return the unused portion of the product with proof of purchase to your GNC store for a complete refund of your purchase price. No questions asked! GNC QUALITY COMMITMENT GNC is the leader in the development and manufacture of dietary supplements committed to producing the highest quality products available. This commitment begins with quality designed supplement formulations. Every raw material that goes into a GNC supplement is guaranteed as to quality and and potency. Each product is dated and then shipped immediately to our stores so you can be sure you are purchasing the freshest supplements available. At GNC we extend our quality committment to you by offering our money-back guarantee. Lot No./Best By: Soy lecithin granules are convenient to use and can be sprinkled on food or mixed in juice or water. Soy lecithin granules supply a naturally occuring combination of phosphatidyl choline (PC) and other phospholipids extracted from soybeans. Lecithin is a preferred source of choline and is used effectively by the body. Choline is essential for making acetylcholine a messenger chemical that is important in sending messages from one nerve cell to another. Clinical studies have also shown that lecithin helps the body emulsify fat and provides dietary support for brain liver and cardiovascular health. Visit us at,Calories; Calories from Fat; Total Fat; Saturated Fat; Polyunsaturated Fat; Monounsaturated Fat; Total Carbohydrates; Phosphorus; Phosphatidyl Choline; Total Choline
Cod Liver Oil,GNC,DSLD-1370,Immunity,3493924,7.7,ACTUAL SIZE For more information: Place UPC Here Potencies verified by GNC procedures #5121 and #5004. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW Supports normal vision and healthy bones Vitamin A is essential for normal vision. Vitamin D is necessary for healthy teeth and bones.,Vitamin A; Vitamin D3
L-Lysine 1000,GNC,DSLD-1371,Immunity,304235,5.6,1000 mg essential for maintenance of nitrogen balance For more information: Potency verified by GNC procedure #5054. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,L-Lysine
L-Glutathione 50,GNC,DSLD-1372,Immunity,4411101,5.0,50 mg a potent antioxidant for immune support For more information: Lot No./Best By: Place UPC Here Potency verified by GNC procedure #5129. Conforms to USP <2091> for weight. Meets USP <2040> disintegration.,Setria L-Glutathione
L-Lysine 500,GNC,DSLD-1373,Immunity,803288,8.0,500 mg ACTUAL SIZE essential for maintenance of nitrogen balance For more information: Lot No./Best By: Place UPC Here Potency verified by GNC procedure #5054. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,L-Lysine
L-Lysine 500,GNC,DSLD-1374,Immunity,4489749,6.9,500 mg ACTUAL SIZE essential for maintenance of nitrogen balance For more information: Lot No./Best By: Place UPC Here Potency verified by GNC procedure #5054. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,L-Lysine
L-Glutamine 500,GNC,DSLD-1375,Immunity,3356295,8.7,500 mg ACTUAL SIZE For more information: Lot No./Best By: Place UPC Here Potency verified by GNC procedure #5052. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW supports muscle function,L-Glutamine
Triple Cod Liver Oil,GNC,DSLD-1376,Immunity,3576331,6.2,ACTUAL SIZE For more information: Place UPC Here Potencies verified by GNC procedures #5121 & #5123. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW Supports heart joint eye brain and immune health Triple the EPA and DHA content of our regular cod liver oil capsules,Calories; Calories from Fat; Total Fat; Vitamin A; Vitamin D3; Vitamin E; Eicosapentaenoic Acid; Docosahexaenoic Acid
Vitamin B-12 1000 mcg Timed Release,GNC,DSLD-1377,Immunity,3538891,7.2,1000 mcg ACTUAL SIZE essential for carbohydrate metabolism and energy production For more information: Lot No./Best By: Made in the USA Place UPC Here Potency verified by GNC procedure #5013. Conforms to USP <2091> for weight. Disintegrates over 5 hours for timed-release benefit. SHOP NOW TIMED RELEASE,Vitamin B12
B-Complex 50,GNC,DSLD-1378,Beauty From Within,2671486,9.7,ACTUAL SIZE essential for energy production For more information: Lot No./Best By: Made in the USA Place UPC Here Potencies verified by GNC procedures #5103 and #5118. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Choline Bitartrate; Inositol; Para-Aminobenzoic Acid
B-Complex 50,GNC,DSLD-1379,Beauty From Within,864683,6.2,ACTUAL SIZE B-Vitamins are essential for carbohydrate metabolism and energy production. essential for energy production For more information: Lot No./Best By: Made in the USA Place UPC Here Potencies verified by GNC procedure #5013 and #5118. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Choline Bitartrate; Inositol; Para-Aminobenzoic Acid
L-Tyrosine 500 mg,GNC,DSLD-1380,Immunity,1002513,9.9,500 mg ACTUAL SIZE For more information: Lot No./Best By: Potency verified by GNC procedure #5061. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW support normal healthy nervous system function,L-Tyrosine
L-Carnitine 500 mg,GNC,DSLD-1381,Immunity,613605,1.9,500 mg ACTUAL SIZE facilitates the metabolism of long-chain fatty acids For more information: Lot No./Best By: Place UPC Here Potency verified by GNC procedure #5064. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,L-Carnitine
L-Carnitine 500 mg,GNC,DSLD-1382,Immunity,4027909,2.2,500 mg ACTUAL SIZE facilitates the metabolism of long-chain fatty acids For more information: Lot No./Best By: Place UPC Here Potency verified by GNC procedure #5064. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,L-Carnitine
L-Carnitine 500 mg,GNC,DSLD-1383,Immunity,4721693,5.5,500 mg ACTUAL SIZE facilitates the metabolism of long-chain fatty acids For more information: Lot No./Best By: Place UPC Here Potency verified by GNC procedure #5064. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,L-Carnitine
L-Glutamine 1000 mg,GNC,DSLD-1384,Immunity,2009936,1.2,1000 mg For more information: Lot No./Best By: PLACE UPC HERE Potency verified by GNC procedure #5052. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW supports muscle function,L-Glutamine
Acetyl-L-Carnitine 500 mg Alpha-Lipoic Acid 200 mg,GNC,DSLD-1385,Immunity,2340052,6.8,ACTUAL SIZE For more information: Lot No./Best By: Place UPC Here Potency verified by GNC procedures #5079 and #5275. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW,Acetyl-L-Carnitine; Alpha-Lipoic Acid
Acetyl-L-Carnitine 500 mg,GNC,DSLD-1386,Immunity,2907494,9.2,500 mg ACTUAL SIZE For more information: Lot No./Best By: Potency verified by GNC procedure #5079. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW supports positive mood balance,Acetyl-L-Carnitine Hydrochloride
Selenium 200,GNC,DSLD-1387,Immunity,3626834,2.1,200 mcg ACTUAL SIZE For more information: helps support antioxidant activity Lot No./Best By: Potency verified by GNC procedure #4000. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. Selenium is an essential mineral to build antioxidant enzymes in the body. SHOP NOW,Selenium
Taurine 500 mg,GNC,DSLD-1388,Immunity,1730855,5.1,500 mg ACTUAL SIZE For more information: Potency verified by GNC procedure #5097. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. SHOP NOW supports muscle function,Taurine
Inositol Powder,GNC,DSLD-1389,Immunity,4108781,8.4,For more information: Made in the USA Place UPC Here Visit us at,Inositol
Big 50,GNC,DSLD-1390,Beauty From Within,3722577,6.1,ACTUAL SIZE B-Complex 50 Disintegrates over six hours for timed release benefit. essential for energy production For more information: Lot No./Best By: Made in the USA Place UPC Here Potency verified by GNC procedure #5103. Conforms to USP <2091> for weight. SHOP NOW TIMED RELEASE,Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Choline Bitartrate; Para-Aminobenzoic Acid; Inositol
Big 150,GNC,DSLD-1391,Beauty From Within,3793822,5.7,ACTUAL SIZE B-Complex 150 essential for metabolism and energy production For more information: Lot No./Best By: Place UPC Here SHOP NOW TIMED RELEASE,Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Choline Bitartrate; Para-Aminobenzoic Acid; Inositol
Big 100,GNC,DSLD-1392,Beauty From Within,3919974,6.6,ACTUAL SIZE B-Complex 100 essential for energy production For more information: Lot No./Best By: Potencies verified by GNC procedure #5103. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. replenishes B-vitamins lost during stress SHOP NOW,Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Choline Bitartrate; Inositol; Para-Aminobenzoic Acid
Big 100,GNC,DSLD-1393,Beauty From Within,1723095,5.1,ACTUAL SIZE B-Complex 100 B-Vitamins are essential for carbohydrate metabolism and energy production. essential for energy production For more information: Lot No./Best By: Made in the USA Potencies verified by GNC procedure #5103. Conforms to USP <2091> for weight. Meets USP <2040> disintegration. replenishes B-vitamins lost during stress Visit us at,Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Choline Bitartrate; Inositol; Para-Aminobenzoic Acid
B-Complex 125 with C,GNC,DSLD-1394,Beauty From Within,3480802,6.3,ACTUAL SIZE For more information: Lot No./Best By: Potencies verified by GNC procedure #5103. Conforms to USP <2091> for weight. Disintegrates over five hours for timed-release benefit. SHOP NOW supports energy production and natural resistance TIMED RELEASE,Vitamin C; Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Choline Bitartrate; Inositol; Para-Aminobenzoic Acid
